#
# target.dat
#

NVERTS 24
NFACES 48

VERTEX
50.000000,	0.000000,	0.000000
0.000000,	50.000000,	0.000000
-50.000000,	0.000000,	0.000000
0.000000,	-50.000000,	0.000000
-35.349998,	35.349998,	0.000000

-35.349998,	-35.349998,	0.000000
35.349998,	-35.349998,	0.000000
35.349998,	35.349998,	0.000000
0.000000,	0.000000,	-10.000000
0.000000,	0.000000,	10.000000

-0.000000,	0.000000,	-50.000000
0.000000,	0.000000,	50.000000
0.000000,	35.349998,	35.349998
0.000000,	-35.349998,	35.349998
-0.000000,	-35.349998,	-35.349998

-0.000000,	35.349998,	-35.349998
-10.000000,	0.000000,	0.000000
10.000000,	0.000000,	-0.000000
-35.349998,	-0.000000,	35.349998
-35.349998,	0.000000,	-35.349998

35.349998,	0.000000,	-35.349998
35.349998,	-0.000000,	35.349998
0.000000,	10.000000,	0.000000
0.000000,	-10.000000,	-0.000000

FACES
255, 255, 255,	-0.195472, 0.081009, -0.977358,	3,	8 4 2 
255, 255, 255,	-0.195472, 0.977358, -0.081009,	3,	2 19 22 
255, 255, 255,	-0.195472, -0.977358, 0.081009,	3,	2 18 23 
255, 255, 255,	-0.195472, -0.977358, -0.081009,	3,	23 19 2 
255, 255, 255,	-0.195472, 0.977358, 0.081009,	3,	22 18 2 
255, 255, 255,	-0.195472, -0.081009, 0.977358,	3,	9 5 2 
255, 255, 255,	-0.195472, 0.081009, 0.977358,	3,	2 4 9 
255, 255, 255,	-0.195472, -0.081009, -0.977358,	3,	2 5 8 
255, 255, 255,	-0.081009, 0.977358, 0.195472,	3,	11 18 22 
255, 255, 255,	-0.081009, 0.977358, -0.195472,	3,	22 19 10 
255, 255, 255,	-0.081009, -0.977358, -0.195472,	3,	10 19 23 
255, 255, 255,	-0.081009, -0.977358, 0.195472,	3,	23 18 11 
255, 255, 255,	-0.081009, 0.195472, 0.977358,	3,	9 4 1 
255, 255, 255,	-0.081009, -0.195472, 0.977358,	3,	3 5 9 
255, 255, 255,	-0.081009, -0.195472, -0.977358,	3,	8 5 3 
255, 255, 255,	-0.081009, 0.195472, -0.977358,	3,	1 4 8 
255, 255, 255,	-0.977358, -0.081009, -0.195472,	3,	16 14 10 
255, 255, 255,	-0.977358, 0.081009, -0.195472,	3,	10 15 16 
255, 255, 255,	-0.977358, -0.195472, -0.081009,	3,	3 14 16 
255, 255, 255,	-0.977358, 0.195472, -0.081009,	3,	16 15 1 
255, 255, 255,	-0.977358, 0.195472, 0.081009,	3,	1 12 16 
255, 255, 255,	-0.977358, -0.195472, 0.081009,	3,	16 13 3 
255, 255, 255,	-0.977358, -0.081009, 0.195472,	3,	11 13 16 
255, 255, 255,	-0.977358, 0.081009, 0.195472,	3,	16 12 11 
255, 255, 255,	0.977358, 0.081009, -0.195472,	3,	17 15 10 
255, 255, 255,	0.977358, -0.081009, -0.195472,	3,	10 14 17 
255, 255, 255,	0.977358, 0.195472, -0.081009,	3,	1 15 17 
255, 255, 255,	0.977358, -0.195472, -0.081009,	3,	17 14 3 
255, 255, 255,	0.977358, -0.195472, 0.081009,	3,	3 13 17 
255, 255, 255,	0.977358, 0.195472, 0.081009,	3,	17 12 1 
255, 255, 255,	0.977358, 0.081009, 0.195472,	3,	11 12 17 
255, 255, 255,	0.977358, -0.081009, 0.195472,	3,	17 13 11 
255, 255, 255,	0.081009, 0.977358, -0.195472,	3,	10 20 22 
255, 255, 255,	0.081009, 0.977358, 0.195472,	3,	22 21 11 
255, 255, 255,	0.081009, -0.977358, 0.195472,	3,	11 21 23 
255, 255, 255,	0.081009, -0.977358, -0.195472,	3,	23 20 10 
255, 255, 255,	0.081009, -0.195472, 0.977358,	3,	9 6 3 
255, 255, 255,	0.081009, 0.195472, 0.977358,	3,	1 7 9 
255, 255, 255,	0.081009, 0.195472, -0.977358,	3,	8 7 1 
255, 255, 255,	0.081009, -0.195472, -0.977358,	3,	3 6 8 
255, 255, 255,	0.195472, 0.977358, -0.081009,	3,	22 20 0 
255, 255, 255,	0.195472, 0.977358, 0.081009,	3,	0 21 22 
255, 255, 255,	0.195472, -0.977358, 0.081009,	3,	23 21 0 
255, 255, 255,	0.195472, -0.977358, -0.081009,	3,	0 20 23 
255, 255, 255,	0.195472, -0.081009, 0.977358,	3,	0 6 9 
255, 255, 255,	0.195472, 0.081009, 0.977358,	3,	9 7 0 
255, 255, 255,	0.195472, 0.081009, -0.977358,	3,	0 7 8 
255, 255, 255,	0.195472, -0.081009, -0.977358,	3,	8 6 0 

TEXTURES
target_metal.png	256 256	128 128	218 37	256 128
target_metal.png	256 256	0 128	37 37	128 128
target_metal.png	256 256	256 128	218 37	128 128
target_metal.png	256 256	128 128	218 218	256 128
target_metal.png	256 256	128 128	37 218	0 128
target_metal.png	256 256	128 128	37 37	0 128
target_metal.png	256 256	0 128	37 218	128 128
target_metal.png	256 256	256 128	218 218	128 128
target_metal.png	256 256	128 256	37 218	128 128
target_metal.png	256 256	128 128	37 37	128 0
target_metal.png	256 256	128 256	218 218	128 128
target_metal.png	256 256	128 128	218 37	128 0
target_metal.png	256 256	128 128	37 218	128 256
target_metal.png	256 256	128 0	37 37	128 128
target_metal.png	256 256	128 128	218 218	128 256
target_metal.png	256 256	128 0	218 37	128 128
target_metal.png	256 256	128 128	218 218	256 128
target_metal.png	256 256	256 128	218 37	128 128
target_metal.png	256 256	128 256	218 218	128 128
target_metal.png	256 256	128 128	218 37	128 0
target_metal.png	256 256	128 0	37 37	128 128
target_metal.png	256 256	128 128	37 218	128 256
target_metal.png	256 256	0 128	37 218	128 128
target_metal.png	256 256	128 128	37 37	0 128
target_metal.png	256 256	128 128	37 218	0 128
target_metal.png	256 256	0 128	37 37	128 128
target_metal.png	256 256	128 256	37 218	128 128
target_metal.png	256 256	128 128	37 37	128 0
target_metal.png	256 256	128 0	218 37	128 128
target_metal.png	256 256	128 128	218 218	128 256
target_metal.png	256 256	256 128	218 218	128 128
target_metal.png	256 256	128 128	218 37	256 128
target_metal.png	256 256	128 0	218 37	128 128
target_metal.png	256 256	128 128	218 218	128 256
target_metal.png	256 256	128 0	37 37	128 128
target_metal.png	256 256	128 128	37 218	128 256
target_metal.png	256 256	128 128	218 37	128 0
target_metal.png	256 256	128 256	218 218	128 128
target_metal.png	256 256	128 128	37 37	128 0
target_metal.png	256 256	128 256	37 218	128 128
target_metal.png	256 256	128 128	218 37	256 128
target_metal.png	256 256	256 128	218 218	128 128
target_metal.png	256 256	128 128	37 37	0 128
target_metal.png	256 256	0 128	37 218	128 128
target_metal.png	256 256	256 128	218 37	128 128
target_metal.png	256 256	128 128	218 218	256 128
target_metal.png	256 256	0 128	37 37	128 128
target_metal.png	256 256	128 128	37 218	0 128

END
