// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "mainhull.obj"
// 
// model size: 77.617 x 45.392 x 131.070
// 
// textures used: ['oolite_python_diffuse_trader.png']
// 
NVERTS 670
NFACES 1098

VERTEX
38.80870, -0.32811, -29.08290
38.80870, 0.33231, -29.08290
38.79320, -0.32811, -25.03600
38.79320, 0.33231, -25.03600
38.45260, -0.32811, -30.10410
38.45260, 0.33231, -30.10410
38.43170, -0.32811, -24.16950
38.43170, 0.33231, -24.16950
37.76750, -0.32811, -30.43090
37.76750, 0.33231, -30.43090
36.21880, -0.37079, -21.32870
30.50620, -0.32811, -4.65760
29.91810, -5.08614, -29.08290
29.91810, -5.07989, -20.11860
29.85540, -0.29457, -5.52991
29.51980, -0.32811, -2.22913
29.04730, -5.55180, -28.09500
29.04700, -5.54643, -20.73540
28.47440, -5.37809, -27.67180
28.47390, -5.37312, -20.99990
27.49510, -0.26629, 0.33023
22.33990, -0.32811, 15.44740
21.69900, -0.19686, 14.72060
21.31440, -0.32811, 17.97200
19.60590, -0.17179, 19.91710
18.15460, -0.32811, -65.91970
18.15460, 0.33231, -65.91970
18.13150, -0.32811, -65.07860
18.13150, 0.33231, -65.07860
17.22970, -1.48241, -63.74600
17.18050, -0.32811, -66.53970
17.18050, 0.33231, -66.53970
16.26000, -0.32811, -64.82690
16.26000, -0.32811, -66.53970
16.26000, 0.33231, -64.82690
16.26000, 0.33231, -66.53970
15.34650, -3.83252, -59.32040
15.10360, -0.32811, 33.26250
14.66690, -0.11263, 32.17950
14.42440, -4.31630, -58.73070
13.46340, -6.18263, -54.89480
13.00630, -6.08562, -55.39780
11.58020, -8.53274, -50.46910
10.80870, -0.94835, -64.82690
10.80870, 0.82233, -64.82690
10.65810, -9.01515, -49.87940
9.57934, -11.02970, -45.76690
9.12224, -10.93130, -46.27000
7.69618, -13.37980, -41.34130
6.77411, -13.86080, -40.75160
5.93072, -15.58310, -37.19230
5.47363, -15.48330, -37.69530
5.14537, 18.34410, -29.08290
5.13078, 18.35620, -6.38498
5.13078, 18.35670, -16.21640
5.13078, 18.35680, -17.64030
5.04070, 18.20540, -5.66888
4.92570, 18.34630, -16.39250
4.92570, 18.34630, -17.46430
3.97388, -18.49150, -7.42518
