// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "mainhull.obj"
// 
// model size: 77.530 x 62.562 x 164.932
// 
// textures used: ['oolite_anaconda_diffuse.png']
// 
NVERTS 753
NFACES 1174

VERTEX
-6.48630, -4.99010, 75.08810
-6.59721, -5.07081, 75.08810
-6.80024, -5.35936, 75.08810
38.76520, -5.26672, -35.90550
38.76520, -5.13324, -57.66060
38.56470, -5.27135, -34.48550
38.34490, -6.48007, -35.18140
38.14020, -7.01778, -57.91980
37.70360, -5.81842, -58.84200
36.63110, -7.14919, -35.18140
35.13660, -7.13451, -29.61900
34.24650, -8.84878, -29.87390
34.05270, -8.43772, -29.92950
34.05270, -7.54558, -29.92950
31.94300, -7.10313, -17.73280
31.02290, -8.84878, -17.99570
30.66050, -8.43772, -18.09970
30.66050, -7.54558, -18.09970
27.31440, -7.05766, -0.50601
26.35090, -8.84878, -0.78048
26.09330, -7.04566, 4.03869
26.08310, -8.43981, -0.85727
26.08310, -7.55816, -0.85727
25.25880, -11.49780, -67.35010
25.19620, -12.86970, -66.72860
25.11830, -8.84878, 3.76118
24.81520, -26.65880, -31.58140
24.78610, -8.43981, 3.66590
24.78610, -7.55816, 3.66590
24.67330, 24.67680, -59.86400
24.59050, -7.03089, 9.63218
24.58070, 24.38750, -58.38060
23.74230, 25.25620, -60.29350
23.60140, -8.84878, 9.35091
23.59540, 23.41240, -61.49860
23.58770, -13.55360, -64.23210
23.54240, 25.17110, -59.22460
23.51770, -27.88500, -31.20680
23.36940, -7.01890, 14.17690
23.32990, -8.51328, 9.27307
23.32990, -7.55816, 9.27307
22.51450, -13.67390, -65.92500
22.36880, -8.84878, 13.89260
22.03290, -8.51328, 13.79620
22.03290, -7.55816, 13.79620
18.94620, -6.97544, 30.63950
17.90410, -8.84878, 30.34410
17.66970, -8.54753, 30.27690
17.66970, -7.61738, 30.27690
16.71520, -30.25880, -50.93140
15.87730, -31.28080, -49.45900
15.87690, -30.25880, -52.81750
15.75260, -6.94406, 42.52560
14.68050, -8.84878, 42.22230
14.37440, -30.25880, -52.95970
14.27760, -8.54753, 42.10670
14.27760, -7.61738, 42.10670
12.86400, -27.92500, -56.03500
12.67850, -29.13350, -53.38070
12.38520, -27.18510, -57.00990
11.80460, -27.78320, -55.16000
10.87960, -26.35390, -57.04340
10.32280, -23.99840, -61.20900
9.86399, -23.28950, -62.14320
9.23648, -23.81500, -60.38890
8.39170, -22.50960, -62.10890
7.99539, -20.40210, -65.94780
7.62575, -19.83100, -66.70040
7.07828, -5.27135, 74.81000
7.07828, -6.85884, 74.81000
6.90038, -20.20520, -65.14540
6.80024, -5.35936, 75.08810
6.80024, -6.63920, 75.08810
6.79808, -4.87311, 74.81000
6.78082, -7.14919, 74.81000
6.63021, -6.89992, 75.08810
6.59721, -5.07081, 75.08810
6.57676, -4.71206, 74.81000
6.48630, -4.99010, 75.08810
6.09574, -18.96190, -66.78370
5.71883, -8.79371, 73.79530
5.63485, -16.75470, -70.75400
5.03605, -12.49460, -78.40110
5.01521, -13.88230, -74.53890
5.01521, -11.49780, -79.01560
5.01521, -4.71206, 74.81000
5.01521, -3.15979, 74.81000
5.01521, -1.03389, 58.31240
5.01521, 0.60408, 58.31240
5.01521, 12.80390, -74.27230
5.01521, 13.70960, -78.07970
5.01521, 21.44940, -72.58480
5.01521, 23.00720, -71.60150
5.01521, 24.92340, -75.92990
5.01521, 25.17110, -59.22460
5.01521, 25.18660, -60.64150
5.01521, 27.67430, -60.01190
4.73716, -4.99010, 75.08810
4.73716, -3.30958, 75.08810
4.66727, -16.75470, -69.69220
4.62038, -11.48400, 58.90620
4.62038, -8.77747, 73.79230
4.47251, -2.80228, 74.81000
4.47251, 0.98060, 58.31240
4.47251, 4.32304, 43.77610
4.47251, 11.32510, 13.32420
4.47251, 12.04100, 10.21070
4.47251, 14.36190, -78.51490
4.47251, 18.38070, -17.36090
4.47251, 21.63560, -31.51630
4.47251, 24.69090, -76.47530
4.47251, 25.33180, -75.84870
4.47251, 26.55780, -52.92280
4.47251, 28.08760, -59.57620
4.47251, 28.10250, -60.63740
4.38916, -3.08033, 75.08810
3.93242, 1.61814, 57.99800
3.82889, 4.80656, 44.14040
3.77594, -13.88230, -74.53890
3.73420, 12.20640, 9.49115
3.73420, 13.02200, 5.94439
3.73420, 18.21530, -16.64140
3.73420, 13.14520, 8.93631
3.73420, 13.84080, 5.94439
3.73420, 18.85270, -15.61410
3.48760, -3.08033, 75.08810
3.48508, -6.89992, 75.08810
3.34709, -2.80228, 74.81000
3.34709, 0.61109, 59.92390
3.24525, -7.14919, 74.81000
3.19767, -3.47391, 75.08810
3.19166, -6.51349, 75.08810
2.88666, 11.94120, 10.52300
2.88666, 12.20640, 9.49115
2.88666, 13.14520, 8.93631
2.88666, 13.75280, 9.38181
2.88666, 13.84080, 5.94439
2.88666, 14.52080, 6.27642
2.85243, -9.39837, 60.42000
2.85243, -7.42844, 71.09880
2.85243, -6.75303, 71.78260
2.85243, -6.74384, 74.81000
2.85243, -3.39641, 71.40960
2.85243, -3.38232, 74.81000
2.85243, -1.96675, 68.73680
2.85243, -0.02823, 60.42000
2.32257, 4.80482, 41.68080
2.32257, 10.84330, 15.41950
2.26794, 25.46220, -75.13230
2.26794, 27.97200, -61.35370
2.22572, 21.82470, -32.33860
2.22572, 26.36870, -52.10050
1.82643, 4.27130, 41.04910
1.82643, 10.08740, 15.75480
1.59289, 21.76090, -33.00260
1.59289, 26.02130, -51.53100
1.43581, 25.40670, -74.27640
1.43581, 27.61820, -62.13510
1.37992, 11.94120, 10.52300
1.37992, 12.20640, 9.49115
1.37992, 13.14520, 8.93631
1.37992, 13.75280, 9.38181
1.37992, 13.84080, 5.94439
1.37992, 14.52080, 6.27642
-1.37992, 11.94120, 10.52300
-1.37992, 12.20640, 9.49115
-1.37992, 13.14520, 8.93631
-1.37992, 13.75280, 9.38181
-1.37992, 13.84080, 5.94439
-1.37992, 14.52080, 6.27642
-1.43581, 25.40670, -74.27640
-1.43581, 27.61820, -62.13510
-1.59289, 21.76090, -33.00260
-1.59289, 26.02130, -51.53100
-1.82643, 4.27130, 41.04910
-1.82643, 10.08740, 15.75480
-2.22572, 21.82470, -32.33860
-2.22572, 26.36870, -52.10050
-2.26794, 25.46220, -75.13230
-2.26794, 27.97200, -61.35370
-2.32257, 4.80482, 41.68080
-2.32257, 10.84330, 15.41950
-2.85243, -9.39837, 60.42000
-2.85243, -7.42844, 71.09880
-2.85243, -6.75303, 71.78260
-2.85243, -6.74384, 74.81000
-2.85243, -3.39641, 71.40960
-2.85243, -3.38232, 74.81000
