// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "pyramid_pod_Dd_trippled2.obj"
// 
// model size: 7.159 x 7.553 x 6.166
// 
// textures used: ['oolite_escape_capsule_diffuse.png']
// 
NVERTS 462
NFACES 788

VERTEX
1.72025, -1.00339, -2.17059
-1.17844, -1.93973, -2.17059
-1.72025, -1.00339, -2.17059
3.57946, -1.76963, -2.07655
3.57946, -1.76963, -2.62316
3.57946, -1.69342, -2.07655
3.57946, -1.69342, -2.62316
3.47022, -1.73152, -2.68156
3.40460, -1.73152, -2.62473
3.35335, -2.16127, -2.07655
3.35335, -2.16127, -2.62316
3.28735, -2.19937, -2.07655
3.28735, -2.19937, -2.62316
3.26572, -2.08571, -2.68156
3.23291, -2.02888, -2.62473
3.12394, -1.47267, -2.62473
3.12394, -1.47267, -3.05618
3.03667, -1.47267, -2.78410
3.03667, -1.47267, -3.05618
2.86359, -1.92361, -2.62473
2.86359, -1.92361, -3.05618
2.86359, -1.02173, -2.62473
2.86359, -1.02173, -3.05618
2.81995, -1.84803, -2.78410
2.81995, -1.84803, -3.05618
2.81995, -1.09730, -2.78410
2.81995, -1.09730, -3.05618
2.59637, -0.33163, -2.62473
2.55380, -0.33163, -2.36666
2.55380, -0.33163, -2.56943
2.38652, -1.84803, -2.78410
2.38652, -1.84803, -3.05618
2.38652, -1.09730, -2.78410
2.38652, -1.09730, -3.05618
2.34289, -1.92361, -2.62473
2.34289, -1.92361, -3.05618
2.34289, -1.02173, -2.62473
2.34289, -1.02173, -3.05618
2.16981, -1.47267, -2.78410
2.16981, -1.47267, -3.05618
2.08254, -1.47267, -2.62473
2.08254, -1.47267, -3.05618
1.78064, -1.00342, -2.36666
1.72025, -1.00339, -2.17059
1.72025, -1.00339, -2.31437
1.61646, -2.02888, -2.62473
1.59517, -1.99202, -2.36666
1.59517, -1.99202, -2.56943
1.20860, -1.99202, -2.36666
1.17844, -1.93973, -2.17059
1.17844, -1.93973, -2.31437
0.97991, 2.46816, -2.62473
0.95863, 2.43129, -2.36666
0.95863, 2.43129, -2.56943
0.80278, 3.11527, -2.16425
0.80278, 3.11594, -2.53702
0.80278, 3.78633, -2.16425
0.80278, 3.78633, -2.53702
0.74403, 3.76835, -2.07655
0.74403, 3.76835, -2.62473
0.74318, 3.21917, -2.62316
0.74318, 3.21917, -2.07655
0.71009, 3.89872, -2.16425
0.71009, 3.89872, -2.53702
0.67368, 3.84930, -2.07655
0.67368, 3.84930, -2.62473
0.52070, 3.02523, -2.62473
0.52070, 3.02523, -3.05618
0.45004, 1.49167, -2.36666
0.43343, 3.02523, -2.78410
0.43343, 3.02523, -3.05618
0.41986, 1.43938, -2.17059
0.41986, 1.43938, -2.31437
0.37937, 3.84930, -2.62316
0.37937, 3.84930, -2.07655
0.35084, 3.89872, -2.16425
0.35084, 3.89872, -2.53702
0.32902, 1.86515, -2.36666
0.32902, 2.23452, -2.36666
0.32902, 2.43129, -2.36666
0.29289, 0.20498, 3.01240
0.29212, 4.00043, -2.07655
0.29212, 4.00043, -2.62316
0.28351, 1.49167, -2.36666
0.28351, 1.77512, -2.36666
0.28241, 1.91176, -2.46766
0.28241, 2.18791, -2.46766
0.27089, 0.14058, 3.04768
0.26035, 2.57429, -2.62473
0.26035, 2.57429, -3.05618
0.26035, 3.47617, -2.62473
0.26035, 3.47617, -3.05618
0.22612, 0.19183, 3.08296
0.22612, 4.03854, -2.07655
0.22612, 4.03854, -2.62316
0.22275, 1.53527, -2.54739
0.22275, 1.71140, -2.54739
0.21671, 2.64986, -2.78410
0.21671, 2.64986, -3.05618
0.21671, 3.40059, -2.78410
0.21671, 3.40059, -3.05618
