// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "gun_centered.obj"
// 
// model size: 3.177 x 2.439 x 6.494
// 
// textures used: ['oolite_gecko_subents.png']
// 
NVERTS 82
NFACES 112

VERTEX
1.57997, -0.34083, -4.29872
1.57997, -0.24481, -4.00318
1.57997, -0.08944, -4.48137
1.57997, 0.06594, -4.00318
1.57997, 0.16196, -4.29872
0.58387, -0.57178, -1.90722
0.58387, -0.57178, -2.45683
0.57784, -1.08794, -3.53935
0.57784, -1.08794, -5.66147
0.57784, 0.39172, -1.90722
0.57784, 0.39172, -2.45683
0.57784, 0.39172, -3.53935
0.57784, 0.39172, -5.66147
0.42972, -0.41614, 0.00000
0.42972, -0.41614, -1.90383
0.42972, 0.41495, 0.00000
0.42972, 0.41495, -1.90383
0.42600, -0.54037, -2.45683
0.42600, -0.54037, -5.65989
0.42600, 0.39170, -2.45683
0.42600, 0.39170, -5.65989
0.41996, -0.54037, -3.53935
0.41996, -0.54037, -6.49381
0.41996, 0.39170, -3.53935
0.41996, 0.39170, -6.49381
0.40797, 0.80181, -1.90722
0.40797, 0.80181, -5.66147
0.30019, -0.86804, -2.45683
0.29415, -0.86804, -3.53935
0.26759, -1.07500, -1.90722
0.26759, -1.07500, -2.45683
0.26367, -1.46729, -3.53935
0.26367, -1.46729, -5.66147
0.23904, -0.83116, -5.65989
0.23904, -0.83116, -6.49381
0.23904, 0.69026, -5.65989
0.23904, 0.69026, -6.49381
0.00422, -0.66181, 0.00000
0.00422, -0.66181, -1.90383
0.00422, 0.66061, 0.00000
0.00422, 0.66061, -1.90383
0.00392, -0.99076, -2.45683
-0.00211, -0.99076, -3.53935
-0.00211, 0.97167, -1.90722
-0.00211, 0.97167, -5.66147
-0.26552, -1.07500, -1.90722
-0.26552, -1.07500, -2.45683
-0.26622, -0.83116, -5.65989
-0.26622, -0.83116, -6.49381
-0.26622, 0.69026, -5.65989
-0.26622, 0.69026, -6.49381
-0.26944, -1.46729, -3.53935
-0.26944, -1.46729, -5.66147
-0.29837, -0.86804, -2.45683
-0.29837, -0.86804, -3.53935
-0.40616, 0.80181, -1.90722
-0.41219, 0.80181, -5.66147
-0.41815, -0.54037, -2.45683
-0.41815, -0.54037, -5.65989
-0.41815, 0.39170, -2.45683
-0.41815, 0.39170, -5.65989
-0.42129, -0.41614, 0.00000
-0.42129, -0.41614, -1.90383
-0.42129, 0.41495, 0.00000
-0.42129, 0.41495, -1.90383
-0.42418, -0.54037, -3.53935
-0.42418, -0.54037, -6.49381
-0.42418, 0.39170, -3.53935
-0.42418, 0.39170, -6.49381
-0.58205, -1.08794, -3.53935
-0.58205, -1.08794, -5.66147
-0.58205, -0.57178, -1.90722
-0.58205, -0.57178, -2.45683
-0.58205, 0.39172, -1.90722
-0.58205, 0.39172, -2.45683
-0.58205, 0.39172, -3.53935
-0.58205, 0.39172, -5.66147
-1.59669, -0.34083, -4.29872
-1.59669, -0.24481, -4.00318
-1.59669, -0.08944, -4.48137
-1.59669, 0.06594, -4.00318
