// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "Griff_Cobra_mk3_front_gun.obj"
// 
// model size: 10.428 x 10.678 x 43.465
// 
// textures used: ['oolite_cobra3_subents.png']
// 
NVERTS 177
NFACES 246

VERTEX
6.35322, -2.74672, 31.36830
6.14631, -3.15292, 31.36450
5.89983, -2.77197, 31.40860
5.59108, -2.33296, 28.66430
5.38417, -2.73916, 28.66050
5.32364, -2.26372, 35.75760
5.20265, -2.39310, 28.89520
5.11673, -2.66992, 35.75380
4.89425, -2.29941, 35.60870
4.85097, -1.49234, 28.24010
4.75942, -1.70802, 28.96120
4.74400, -1.89655, 28.14260
4.61128, -2.05700, 27.79440
4.53709, -2.30274, 28.13870
4.49129, -2.02700, 28.49890
4.46315, -2.40599, 28.96120
4.37160, -2.62167, 28.24010
4.14680, -1.19343, 28.24010
4.05525, -1.40912, 28.96120
3.90711, -1.75810, 27.79440
3.76349, -1.48466, 37.31140
3.75898, -2.10708, 28.96120
3.66743, -2.32277, 28.24010
3.55656, -1.89085, 37.30730
3.48477, -1.59503, 36.96790
2.62032, -0.29445, 33.01530
2.62032, 0.15555, 33.46530
2.62032, 0.15555, 32.56530
2.62032, 0.60555, 33.01530
2.55842, 1.83575, 31.55320
2.55842, 2.59625, 32.31370
2.55842, 2.59625, 30.79270
2.55842, 3.35675, 31.55320
2.29619, -0.39174, 37.21250
2.21741, -0.57732, 37.83300
2.16734, -0.67986, 37.55610
2.08995, -0.87761, 36.82900
2.02173, -0.85753, 37.16230
1.96248, -1.17790, 37.83300
1.96041, -1.08604, 37.55200
1.88371, -1.36349, 37.21250
1.29420, -0.02586, 40.84130
1.29420, -0.02586, 40.19700
1.29420, 1.47028, 40.19700
1.27973, -0.02586, 38.42550
1.27973, -0.02586, 34.63680
1.27973, 1.47028, 40.84130
1.27973, 1.47028, 40.19700
1.27973, 1.47028, 38.42550
1.27973, 1.47028, 34.63680
1.27443, 0.04198, 37.21250
1.19565, -0.14361, 37.83300
1.06819, -0.44390, 36.82900
0.94073, -0.74419, 37.83300
0.92446, 0.34745, 43.46550
0.92446, 0.34745, 40.84940
0.92446, 1.52598, 43.46550
0.92446, 1.52598, 40.84940
0.91551, 0.04946, 40.19700
0.91551, 1.47021, 40.19700
0.90104, 0.04946, 38.42550
0.90104, 1.47021, 38.42550
0.87229, 2.45392, 40.84130
0.87229, 2.45392, 34.63680
0.86195, -0.92978, 37.21250
0.81510, 0.94720, 34.68650
0.81510, 0.94720, 30.29340
0.81510, 1.99946, 34.68650
0.81510, 1.99946, 30.29340
0.61374, -0.73649, 40.19700
0.59927, -0.73649, 38.42550
0.53556, -1.23292, 40.84130
0.53556, -1.23292, 40.19700
0.52616, -1.23292, 38.42550
0.52616, -1.23292, 34.63680
0.32846, 3.70727, 28.60880
0.32846, 4.16391, 28.60880
0.21032, -0.63860, 34.62250
0.21032, -0.63860, 31.12410
-0.09032, -1.05545, 39.02650
-0.09618, -0.24181, 43.46550
-0.09618, -0.24181, 40.84940
-0.09618, 2.11525, 43.46550
-0.09618, 2.11525, 40.84940
-0.09618, 0.42107, 34.68650
-0.09618, 0.42107, 30.29340
-0.09618, 2.52559, 34.68650
-0.09618, 2.52559, 30.29340
-0.09688, -1.03084, 40.19700
-0.11135, -1.03084, 38.42550
-0.11135, 2.86136, 40.84130
-0.11135, 2.86136, 34.63680
-0.12268, -0.97160, 34.62250
-0.12268, -0.97160, 31.12410
-0.12268, -0.30560, 34.62250
-0.12268, -0.30560, 31.12410
-0.19854, -0.95801, 39.47470
-0.30880, 3.70727, 29.24600
-0.30880, 4.16391, 29.24600
-0.31268, 3.70727, 27.94580
-0.31268, 4.16391, 27.94580
-0.37364, -0.80035, 38.74950
-0.45568, -0.63860, 34.62250
-0.45568, -0.63860, 31.12410
-0.54875, -0.64268, 39.47470
-0.62679, -1.65126, 39.02650
-0.65697, -0.54524, 39.02650
-0.70300, -1.57888, 39.35350
-0.70300, -1.32047, 39.01050
-0.73501, -1.55382, 39.47470
-0.74317, -1.23292, 40.84130
-0.74317, -1.23292, 40.19700
-0.75258, -1.23292, 38.42550
-0.75258, -1.23292, 34.63680
-0.82198, -0.73649, 40.19700
-0.82198, -0.73649, 38.42550
-0.91011, -1.39616, 38.74950
-0.92157, -1.20941, 39.36300
-0.95909, 3.70727, 28.59220
-0.95909, 4.16391, 28.59220
-1.00746, 0.94720, 34.68650
-1.00746, 0.94720, 30.29340
-1.00746, 1.99946, 34.68650
-1.00746, 1.99946, 30.29340
